[TABLES]
## FDA_FOOD.FOOD_EVENTS
products_role: TEXT | NULL | eg=["SUSPECT", "CONCOMITANT"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["780309900000", "780109715001"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["030", "010"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-64.9736117, -64.7630713]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["78"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
area_land_meters: NUMBER | Current land area | eg=[0, 21567879]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[18.326161, 17.7023203]
tract_ce: TEXT | Current Census tract code | eg=["990000", "971500"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_10
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["003", "005"]
tract_ce: TEXT | Current Census tract code | eg=["990100", "990000"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x90/\\xa1\\x82C\\xe2R\\xc0\\xdd\\xe0\\xfafQ\\xcbC@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xe3\\x11\\x81\\x8ff\\xceR\\xc0:\\xb1\\x87\\xf6\\xb1nC@')"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-75.5353705, -75.2250098]
area_water_meters: NUMBER | Current water area | eg=[123243747, 534627917]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["10"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[39.5884217, 38.864806]
area_land_meters: NUMBER | Current land area | eg=[0, 12375692]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x02\\x00\\x00\\x00\\x91\\x07\\x00\\x00\\xa1\\xda\\xe0D\\xf4\\xe6R\\xc0\\xed\\xca.\\x18\\\\\\xcfC@\\xe8\\xa3\\x8c\\xb8\\x00\\xe7R\\xc0\\x98\\xf9\\x0e~\\xe2\\xceC@\\xcdn-\\x93\\xe1\\xe6R\\xc0@(\\xef\\xe3h\\xceC@q\\x02\\xd3i\\xdd\\xe6R\\xc0\\x8f\\x11P\\xe1\\x08\\xceC@g\\'\\x83\\xa3\\xe4\\xe6R\\xc0\\x049(a\\xa6\\xcdC@}\\x1bb\\xbc\\xe6\\xe6R\\xc0\\xdf5\\xe8Ko\\xcdC@\\xdb\\xe5[\\x1f\\xd6\\xe6R\\xc0\\xa8\\x8eUJ\\xcf\\xccC@\\x19\\x8b\\xa6\\xb3\\x93\\xe6R\\xc0]\\xd3\\x83\\x82R\\xccC@\\xc7\\x0b\\xe9\\xf0\\x10\\xe6R\\xc0\\x19\\x16\\xa3\\xae\\xb5\\xcbC@\\xbf\\xb0\\xfc\\xf9\\xb6\\xe5R\\xc0\\xfb\\x04P\\x8c,\\xcbC@3\\xf9f\\x9b\\x1b\\xe5R\\xc0\\x92>\\xad\\xa2?\\xcaC@\\t-\\xeb\\xfe\\xb1\\xe4R\\xc0`\\x88\\x9c\\xbe\\x9e\\xc9C@\\xdas\\x99\\x9a\\x04\\xe4R\\xc0/e\\xe0\\x80\\x96\\xc8C@N\\x97\\xc5\\xc4\\xe6\\xe3R\\xc0By\\x1fGs\\xc8C@\\x85\\x9e\\xcd\\xaa\\xcf\\xe3R\\xc02M\\xd8~2\\xc8C@\\x92\\xce\\xc0\\xc8\\xcb\\xe3R\\xc0\\xe7\\x9d\\n\\xb8\\xe7\\xc7C@\\xcfh\\xab\\x92\\xc8\\xe3R\\xc0\\x89D\\xa1e\\xdd\\xc7C@\\xe8f\\x7f\\xa0\\xdc\\xe3R\\xc0\\x1c_{fI\\xc6C@\\x02h\\x94.\\xfd\\xe3R\\xc09\\xcb,B\\xb1\\xc3C@\\xf0\\x84^\\x7f\\x12\\xe4R\\xc0\\xcbR\\xeb\\xfdF\\xc3C@\\xda\\x1e\\xbd\\xe1>\\xe3R\\x...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xea\\x00\\x00\\x00\\xd70C\\xe3\\x89\\xd3R\\xc0AY\\xf8\\xfaZyC@\\x0e\\xf4P\\xdb\\x86\\xd3R\\xc0\\xf9{)<hxC@?\\x14\\xcc\\x98\\x82\\xd3R\\xc0\\xeb\\xc7&\\xf9\\x11wC@\\x89\\\\p\\x06\\x7f\\xd3R\\xc0^\\xb7\\x08\\x8c\\xf5uC@wI\\x9c\\x15Q\\xd3R\\xc0\\x9c\\xba\\xf2Y\\x9euC@\\xa1\\x85\\x04\\x8c.\\xd3R\\xc0\\xd5n\\xbb\\xd0\\\\uC@\\xfb\\xc7Bt\\x08\\xd2R\\xc0p\\x01h\\x94.sC@\\x1fdY0\\xf1\\xd0R\\xc02\\x91\\xd2l\\x1eqC@[Va3\\xc0\\xd0R\\xc0\\xb4Ss\\xb9\\xc1pC@\\xbcu\\xfe\\xed\\xb2\\xcfR\\xc0\\x0c\\x88\\x10W\\xcenC@W\\x97S\\x02b\\xceR\\xc0\\xd5T\\x16\\x85]lC@\\xf8\\xa3\\xa83\\xf7\\xcdR\\xc0\\x83\\xa5\\xba\\x80\\x97kC@\\xc0\\x1e\\x13)\\xcd\\xccR\\xc0\\x93\\xc6h\\x1dUiC@W\\x98\\xbe\\xd7\\x10\\xccR\\xc0\\xe7\\x9d\\n\\xb8\\xe7gC@\\x92\\x91\\xb3\\xb0\\xa7\\xcaR\\xc0j\\xb5\\x87\\xbdPfC@|\\'f\\xbd\\x18\\xcaR\\xc0\\xc2\\x9a\\xca\\xa2\\xb0eC@\\xa1e\\xdd?\\x16\\xcaR\\xc0XLl>\\xaeeC@]\\xa3\\xe5@\\x0f\\xcaR\\xc0\\x7f&\\xc2\\x86\\xa7eC@\\xb1KTo\\r\\xcaR\\xc0^\\x84)\\xca\\xa5eC@\\x06\\xf4\\xc2\\x9d\\x0b\\xcaR\\xc0if-\\x05\\xa4eC@\\xe47\\x85\\x95\\n\\xcaR\\xc0\\x01\\xe4\\x84\\t\\xa3eC@\\xfb\\xc7Bt\\x08\\xcaR\\xc0\\xb8k\\t\\xf9\\xa0eC@\\x15$\\xb6\\xbb\\x07\\xcaR\\x..."]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["100039901000", "100059900000"]
functional_status: TEXT | Current functional status | eg=["S"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_33
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00A\\x10 CG\\xb0Q\\xc0\\\\j\\xce\\x0b\\xc1sE@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd8\\xbe\\xdb\\x17\\xab\\xe0Q\\xc0w\\xb7W\\x8b\\xf4\\xd9E@')"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[42.9043288, 43.7027754]
tract_ce: TEXT | Current Census tract code | eg=["990000", "965100"]
area_land_meters: NUMBER | Current land area | eg=[0, 34356645]
functional_status: TEXT | Current functional status | eg=["S"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["330159900000", "330019651001"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xb2\\x00\\x00\\x00\\x04\\xa9\\x14;\\x1a\\xb4Q\\xc0\\x98//\\xc0>pE@\\x87\\xa1\\xd5\\xc9\\x19\\xb4Q\\xc0\\xc1\\xa0L\\xa3\\xc9oE@\\x0c\\x1c\\xd0\\xd2\\x15\\xb4Q\\xc0\\xe0.\\xfbu\\xa7oE@;\\x18\\xb1O\\x00\\xb4Q\\xc0\\xe2OT6\\xacoE@\\x03\\xe8\\xf7\\xfd\\x9b\\xb3Q\\xc0\\xbbA\\xb4V\\xb4oE@\\x96\\xcf\\xf2<\\xb8\\xb2Q\\xc0\\x0fr\\xde\\xff\\xc7oE@\\x15\\xa3\\xae\\xb5\\xf7\\xafQ\\xc0\\xf2\\x00\\x16\\xf9\\xf5oE@j\\xda\\xc54\\xd3\\xafQ\\xc04\\xf0\\xa3\\x1a\\xf6oE@`YiR\\n\\xafQ\\xc0\\x9f\\xa6\\x96\\xad\\xf5oE@\\x8e\\x8f\\x16g\\x0c\\xafQ\\xc0\\x0f\\x03]\\xfb\\x02pE@H\\xe0\\x0f?\\xff\\xaeQ\\xc0\\x9c\\x84\\xd2\\x17BpE@\\xf1-\\xac\\x1b\\xef\\xaeQ\\xc0jF\\x06\\xb9\\x8bpE@\\xf1*k\\x9b\\xe2\\xaeQ\\xc0\\xdc-\\xc9\\x01\\xbbpE@\\x92\\xce\\xc0\\xc8\\xcb\\xaeQ\\xc0i\\x85\\xe9{\\rqE@\\xeb\\xab\\xab\\x02\\xb5\\xaeQ\\xc03\\xc4\\xb1.nqE@\\xdc\\xf3\\xfci\\xa3\\xaeQ\\xc0\\xcb\\x95A\\xb5\\xc1qE@e\\xa6\\xb4\\xfe\\x96\\xaeQ\\xc0\\x1dj\\xdb0\\nrE@\\x18\\xd2\\xe1!\\x8c\\xaeQ\\xc0&\\x13\\xb7\\nbrE@\\xb9\\xfd\\xf2\\xc9\\x8a\\xaeQ\\xc0Zw\\xf3T\\x87rE@d\\x1e\\xf9\\x83\\x81\\xaeQ\\xc0\\x98\\x9boD\\xf7rE@\\xcf\\xee\\x90b\\x80\\xaeQ\\xc0L\\x1a\\xa3uTsE@1y\\x03\\xcc|\\xaeQ\\xc0...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x004\\x02\\x00\\x00\\xf6\\xb2\\xed\\xb45\\xe5Q\\xc0\\xfd\\xbf\\xea\\xc8\\x91\\xd8E@<\\xf4\\xdd\\xad,\\xe5Q\\xc0s\\x8269|\\xd8E@\\xf0m\\xfa\\xb3\\x1f\\xe5Q\\xc0\"\\xf2]J]\\xd8E@Xk(\\xb5\\x17\\xe5Q\\xc0\\x10\\xb1\\xc1\\xc2I\\xd8E@\\x06+N\\xb5\\x16\\xe5Q\\xc0\\xb2\\x10\\x1d\\x02G\\xd8E@\\xfb\\xca\\x83\\xf4\\x14\\xe5Q\\xc0\\xe9\\xed\\xcfEC\\xd8E@\\x17+j0\\r\\xe5Q\\xc0\\x9e7\\x15\\xa90\\xd8E@1\\t\\x17\\xf2\\x08\\xe5Q\\xc0\"\\xc5\\x00\\x89&\\xd8E@\\xa9\\x87ht\\x07\\xe5Q\\xc0\\x0c\\x05l\\x07#\\xd8E@O\\x05\\xdc\\xf3\\xfc\\xe4Q\\xc0\\xd1\\x00\\xde\\x02\\t\\xd8E@\\xbc#c\\xb5\\xf9\\xe4Q\\xc0o?\\xe0\\x81\\x01\\xd8E@u\\x91BY\\xf8\\xe4Q\\xc0~U.T\\xfe\\xd7E@\\x1d\\xe2\\x1f\\xb6\\xf4\\xe4Q\\xc0\\x10\\x1a\\xc1\\xc6\\xf5\\xd7E@\\xe9\"\\x85\\xb2\\xf0\\xe4Q\\xc0\\x1bwJ\\x07\\xeb\\xd7E@D\\xa2\\xd0\\xb2\\xee\\xe4Q\\xc0M\\x97\\xc5\\xc4\\xe6\\xd7E@\"\\x1a\\xddA\\xec\\xe4Q\\xc0\\xafo\\'\\x11\\xe1\\xd7E@=`\\x1e2\\xe5\\xe4Q\\xc0\\xac1\\xe8\\x84\\xd0\\xd7E@\\x9d\\x82\\xfcl\\xe4\\xe4Q\\xc0\\x06\\xb13\\x85\\xce\\xd7E@P\\xffY\\xf3\\xe3\\xe4Q\\xc0\\x1aPoF\\xcd\\xd7E@\\xb1\\xbd\\x16\\xf4\\xde\\xe4Q\\xc08\\xd1\\xaeB\\xca\\xd7E@\\xdd\\x06\\xb5\\xdf\\xda\\xe4Q\\xc0\\x16c`\\x1d\\xc..."]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["015", "001"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["33"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-70.7543495, -71.5104427]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
area_water_meters: NUMBER | Current water area | eg=[131522062, 7711888]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_08
tract_ce: TEXT | Current Census tract code | eg=["001905", "000402"]
functional_status: TEXT | Current functional status | eg=["S"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["081230019053", "081230004023"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 3", "Block Group 4"]
area_land_meters: NUMBER | Current land area | eg=[3712448, 627079]
blockgroup_ce: TEXT | Current block group number | eg=["3", "4"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[40.0947013, 40.4161814]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x89\\x00\\x00\\x00\\xbe7\\x86\\x00\\xe03Z\\xc0\\xb6%r\\xc1\\x19\\x0cD@\\x86\\xb3\\xe9\\x08\\xe03Z\\xc0\\x84\\x80|\\t\\x15\\x0cD@\\xd5yT\\xfc\\xdf3Z\\xc0a\\x12.\\xe4\\x11\\x0cD@\\xc2\\xe5?\\xa4\\xdf3Z\\xc0\\xe9\\x0b!\\xe7\\xfd\\x0bD@p\\xb4\\xe3\\x86\\xdf3Z\\xc0\\x93\\xc4\\x92r\\xf7\\x0bD@\\x15@\\xbf\\xef\\xdf3Z\\xc0\\xe2\\xac\\x88\\x9a\\xe8\\x0bD@\\xfd\\xfd\\xf0\\xf3\\xdf3Z\\xc0|\\xe7\\x17%\\xe8\\x0bD@d\\x06*\\xe3\\xdf3Z\\xc0\\x08M\\x12K\\xca\\x0bD@}H\\xf8\\xde\\xdf3Z\\xc0\\xc2<+i\\xc5\\x0bD@\\x8c\\x8a\\xc6\\xda\\xdf3Z\\xc0\\xfa\\xe5\\x93\\x15\\xc3\\x0bD@\\xbc\\x0ec\\xd2\\xdf3Z\\xc0\\x1c\\x1a\\x16\\xa3\\xae\\x0bD@\\xbc\\x0ec\\xd2\\xdf3Z\\xc0\\x9c\\xa3\\x8e\\x8e\\xab\\x0bD@\\xa4\\xcc\\x94\\xd6\\xdf3Z\\xc0\\xf6\\x97\\xdd\\x93\\x87\\x0bD@}H\\xf8\\xde\\xdf3Z\\xc0\\x85H\\x86\\x1c[\\x0bD@\\x8c\\x8a\\xc6\\xda\\xdf3Z\\xc0\\xa6\\x99\\xeeuR\\x0bD@\\x8c\\x8a\\xc6\\xda\\xdf3Z\\xc0\\x1ef/\\xdbN\\x0bD@\\xa4\\xcc\\x94\\xd6\\xdf3Z\\xc0\\x82\\xdao\\xedD\\x0bD@\\xa4\\xcc\\x94\\xd6\\xdf3Z\\xc0\\xbetZ\\xb7A\\x0bD@\\xa4\\xcc\\x94\\xd6\\xdf3Z\\xc0\\xbb\\xb7\"1A\\x0bD@\\xbc\\x0ec\\xd2\\xdf3Z\\xc0\\xfc!6X8\\x0bD@\\x92a\\xa3\\xac\\xdf3Z\\xc0\\x9e\\x85\\x04\\x8c...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x1e\\x00\\x00\\x00e73\\xfa\\xd1-Z\\xc07\\xa4Q\\x81\\x935D@\\x0c\\x06\\xd7\\xdc\\xd1-Z\\xc0o\\xaf\\xcc[u5D@\\x89\\'\\xbb\\x99\\xd1-Z\\xc0\\xb8E\\x99\\r25D@\\xc3\\x16I\\xbb\\xd1-Z\\xc0O\\x87\\x15n\\xf94D@\\xa0t\\xb0\\xfe\\xcf-Z\\xc0\\xc2\\xfa?\\x87\\xf94D@\\x0c\\x0b|E\\xb7-Z\\xc0\\xfd,\\x96\"\\xf94D@Fg\\'\\x83\\xa3-Z\\xc0\\xfd,\\x96\"\\xf94D@\\xed\\xf3\\x18\\xe5\\x99-Z\\xc0\\xbc=\\x08\\x01\\xf94D@\\xfbE\\x977\\x87-Z\\xc0-\\xb12\\x1a\\xf94D@\\xc8I\\xef\\x1b_-Z\\xc0Vx\\x97\\x8b\\xf84D@\\xa9Or\\x87M-Z\\xc0Vx\\x97\\x8b\\xf84D@P\\xcd\\xe5\\x06C-Z\\xc0\\x14\\x89\\tj\\xf84D@\\n\\xbd\\xfe$>-Z\\xc0u\\x91BY\\xf84D@f\\xe3OT6-Z\\xc0\\xa3\\x15\\xdfP\\xf84D@\\xd2y\\x1b\\x9b\\x1d-Z\\xc0\\x93\\xaa\\xed&\\xf84D@\\x98\\xc9\\xfey\\x1a-Z\\xc0\\x93\\xaa\\xed&\\xf84D@Pp\\xb1\\xa2\\x06-Z\\xc0>Pn\\xdb\\xf74D@\\xa57j\\x85\\xe9,Z\\xc0\\xfd`\\xe0\\xb9\\xf74D@\\xc9\\'\\xf2$\\xe9,Z\\xc0\\x85%\\x1eP65D@^\\x8b\\xa4\\xdd\\xe8,Z\\xc0~\\x10\\xc9\\x90c5D@\\x121%\\x92\\xe8,Z\\xc0\\xd8\\x03\\xad\\xc0\\x905D@\"7\\xc3\\r\\xf8,Z\\xc0\\xbc\\xea\\x01\\xf3\\x905D@\\x92y\\xe4\\x0f\\x06-Z\\xc0\\xccU\\xf3\\x1c\\x915D@Y\\x88\\x0e\\x81#-Z\\xc0\\xc0\\xa79y\\x915D@p\\x0f\\xd..."]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-104.7956567, -104.7088323]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["08"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["123", "005"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xf8U\\x14\\n\\xec2Z\\xc0\\xc11\\x15,\\x1f\\x0cD@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00M\\xb6&\\x82]-Z\\xc0\\x0c\\x1a\\x9fnE5D@')"]
area_water_meters: NUMBER | Current water area | eg=[0, 5381]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_29
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[38.438942, 39.885209]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["290154601001", "290630801001"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xecay\\xa1JPW\\xc0\\xa0k_@/8C@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00~\\x1bb\\xbc\\xe6\\x96W\\xc0\\xfc\\x8fL\\x87N\\xf1C@')"]
tract_ce: TEXT | Current Census tract code | eg=["460100", "080100"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xdc\\x06\\x00\\x00=\\x97\\xa9I\\xf0SW\\xc0Yd;\\xdfO=C@\\xe4K\\xa8\\xe0\\xf0SW\\xc0 C\\xc7\\x0e*=C@\\xbe\\x9f\\x1a/\\xddSW\\xc0\\x92\\xea;\\xbf(=C@4_%\\x1f\\xbbSW\\xc0P/\\xf84\\'=C@\\x0bDO\\xca\\xa4SW\\xc0n|\\xed\\x99%=C@\\xb4\\xab\\x90\\xf2\\x93SW\\xc0:;\\x19\\x1c%=C@\\x0c\\xe4\\xd9\\xe5[SW\\xc0r\\x18\\xcc_!=C@\\xf5\\x81\\xe4\\x9dCSW\\xc0\\x8fe\\xc1\\xc4\\x1f=C@\\xd4[\\x03[%SW\\xc0\\xd9y\\x1b\\x9b\\x1d=C@\\xa0\\xfa\\x07\\x91\\x0cSW\\xc08\\x82T\\x8a\\x1d=C@G\\xa9\\x84\\'\\xf4RW\\xc0\\xfd\\x83H\\x86\\x1c=C@\\x92p!\\x8f\\xe0RW\\xc0W\\xcfI\\xef\\x1b=C@\\xac\\x00\\xdfm\\xdeRW\\xc0\\xb5\\xd7\\x82\\xde\\x1b=C@\\x18\\x97\\xaa\\xb4\\xc5RW\\xc0i\\xa2\\xcfG\\x19=C@\\xbf\\x99\\x98.\\xc4RW\\xc0W7\\xde\\x1d\\x19=C@0\\r\\xc3G\\xc4RW\\xc0*\\x83j\\x83\\x13=C@\\xa6=%\\xe7\\xc4RW\\xc0\\x0e{\\xa1\\x80\\xed<C@\\xfa}\\xff\\xe6\\xc5RW\\xc0\\x936U\\xf7\\xc8<C@\\x10\\x8c\\x83K\\xc7RW\\xc0\\xe8\\tK<\\xa0<C@\\x16c`\\x1d\\xc7RW\\xc0\\xda\\x1dR\\x0c\\x90<C@\\ng\\xb7\\x96\\xc9RW\\xc0s\\x83\\xa1\\x0e+<C@\\xeb\\x19\\xc21\\xcbRW\\xc0\\xfe\\x06\\xed\\xd5\\xc7;C@\\x08\\xe5}\\x1c\\xcdRW\\xc0\\xed\\xb9LM\\x82;C@\\x7f\\x15\\xe0\\xbb\\xcdRW\\xc0\\x9a\\x8d\\x95...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00)\\x03\\x00\\x00\\xd4\\xa2>\\xc9\\x1d\\x98W\\xc0\\x19\\x14\\xcd\\x03X\\xf0C@\\xc17M\\x9f\\x1d\\x98W\\xc0\\x16\\x85]\\x14=\\xf0C@\\xa9\\xf5~\\xa3\\x1d\\x98W\\xc0\\xf9\\xd3Fu:\\xf0C@\\xf9HJz\\x18\\x98W\\xc0\\xe9\\x044\\x116\\xf0C@\\xc6\\xbd\\xf9\\r\\x13\\x98W\\xc0>/\\xdc\\xb90\\xf0C@P\\xa7<\\xba\\x11\\x98W\\xc0\\x041\\xd0\\xb5/\\xf0C@?V\\xf0\\xdb\\x10\\x98W\\xc0o\\xe7\\xc2H/\\xf0C@R)v4\\x0e\\x98W\\xc0\\x17\\x04V\\x0e-\\xf0C@n\\x89\\\\p\\x06\\x98W\\xc0\\xfc\\xba\\xd3\\x9d\\'\\xf0C@\\xb6\\x83\\x11\\xfb\\x04\\x98W\\xc0.s\\xba,&\\xf0C@\\x99\\x9e\\xb0\\xc4\\x03\\x98W\\xc0\\xc9\\xadI\\xb7%\\xf0C@{\\x9f\\xaaB\\x03\\x98W\\xc0\\xf3t\\xae(%\\xf0C@\\xbf\\xacP\\xa4\\xfb\\x97W\\xc0\\x96\\x08T\\xff \\xf0C@J\\x96\\x93P\\xfa\\x97W\\xc0\\x9c\\xf9\\xd5\\x1c \\xf0C@ML\\x17b\\xf5\\x97W\\xc0\\xf6D\\xd7\\x85\\x1f\\xf0C@~\\xba\\x81\\x02\\xef\\x97W\\xc0\\xc5(\\xcf\\xbc\\x1c\\xf0C@\\x1b)[$\\xed\\x97W\\xc0ac^G\\x1c\\xf0C@\\xbdn\\x11\\x18\\xeb\\x97W\\xc03\\xdf\\xc1O\\x1c\\xf0C@\\xe9\\xd1TO\\xe6\\x97W\\xc0\\xea\\xfe\\xb1\\x10\\x1d\\xf0C@\\x81\\xb7@\\x82\\xe2\\x97W\\xc0\\xf4\\x10\\x8d\\xee \\xf0C@\\xf7i\\xdc\\x9b\\xdf\\x97W\\xc0c\\xe8\\xd8A%\\xf0C@:s\\x0f\\t\\xdf\\x9..."]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-93.2545551, -94.357833]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
area_water_meters: NUMBER | Current water area | eg=[854653, 81364]
area_land_meters: NUMBER | Current land area | eg=[194824605, 7533959]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["015", "063"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["29"]
functional_status: TEXT | Current functional status | eg=["S"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_51
